,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
591,4043288,0.94,True,Centrum-West,52.37808,4.89456,Private room,1,1,1,1,82.0,3,300,True,0,0,4.56,True,82.0,246.0,0.06,0.12,0.14,4.99,0.0,409.24657534246575
592,4051748,0.95,True,De Pijp - Rivierenbuurt,52.34361,4.89763,Private room,4,1,4,7,161.0,1,365,True,4,3,4.8,True,40.25,161.0,0.05,0.25,0.16,4.99,0.6328767123287671,752.3698630136986
593,4052965,0.8,True,De Pijp - Rivierenbuurt,52.35099,4.88663,Private room,2,1,1,1,111.0,3,90,True,0,3,4.72,True,55.5,333.0,0.05,0.11,0.14,4.99,0.21643835616438356,619.0958904109589
594,4057394,0.0,False,Centrum-Oost,52.36706,4.92487,Entire home/apt,4,2,2,10,157.0,10,30,True,0,0,4.83,False,39.25,1570.0,0.06,0.18,0.22,4.99,0.0958904109589041,785.6164383561644
595,4062563,0.0,False,Zuid,52.35497,4.85051,Entire home/apt,3,2,1,6,199.0,4,14,True,5,0,4.94,False,66.33,796.0,0.07,0.16,0.21,4.99,0.18904109589041096,995.0
596,4064665,1.0,True,Centrum-West,52.38767,4.88464,Entire home/apt,2,1,1,11,268.0,2,1125,True,0,0,4.96,False,134.0,536.0,0.07,0.19,0.26,4.99,0.0,1108.9178082191781
597,4076501,0.74,False,Zuid,52.35369,4.86822,Hotel room,2,1,1,2,159.0,1,365,True,3,0,4.7,True,79.5,159.0,0.08,0.21,0.22,4.99,0.7945205479452054,931.3287671232877
598,4119684,0.38,False,Centrum-Oost,52.36108,4.90585,Entire home/apt,2,1,1,14,328.0,1,30,True,0,0,4.8,False,164.0,328.0,0.05,0.27,0.23,4.99,0.7780821917808219,1792.7397260273972
599,4147668,0.75,True,Oud-Oost,52.36204,4.92375,Private room,2,1,1,7,75.0,14,1125,True,3,1,4.82,False,37.5,1050.0,0.04,0.1,0.15,4.99,0.2547945205479452,364.35616438356163
600,4147932,1.0,True,Watergraafsmeer,52.35396,4.93526,Private room,2,1,1,2,86.0,2,1125,True,5,5,4.88,True,43.0,172.0,0.07,0.14,0.18,4.99,0.7835616438356164,432.972602739726
601,4150731,1.0,False,Oud-Oost,52.34935,4.91202,Entire home/apt,2,1,1,13,196.0,2,5,True,0,2,4.87,False,98.0,392.0,0.07,0.17,0.2,4.99,0.00821917808219178,684.7945205479452
602,4157853,1.0,True,Centrum-West,52.37313,4.89652,Private room,2,1,1,7,180.0,2,1125,True,2,5,4.96,False,90.0,360.0,0.06,0.21,0.21,4.99,0.5452054794520548,804.5342465753424
603,4158675,1.0,False,Oud-Oost,52.35832,4.92368,Entire home/apt,2,1,1,7,128.0,2,15,True,0,0,5.0,False,64.0,256.0,0.05,0.14,0.14,4.99,0.0410958904109589,749.945205479452
604,4162988,1.0,False,Bos en Lommer,52.38182,4.84981,Entire home/apt,4,2,2,9,185.0,5,1125,True,0,1,5.0,True,46.25,925.0,0.08,0.2,0.27,4.99,0.01643835616438356,972.7397260273973
605,4172192,0.5800000000000001,False,Zuid,52.34972,4.86443,Entire home/apt,4,2,2,9,159.0,2,30,True,0,0,4.93,False,39.75,318.0,0.07,0.19,0.21,4.99,0.0,1082.0684931506848
606,4180798,0.41000000000000003,True,Centrum-Oost,52.37254,4.90194,Private room,2,1,1,7,125.0,2,1125,True,0,0,4.9,False,62.5,250.0,0.04,0.13,0.2,4.99,0.0,655.3287671232877
607,4185598,0.8200000000000001,False,De Baarsjes - Oud-West,52.36744,4.86625,Entire home/apt,4,2,1,13,250.0,3,21,True,0,0,4.93,False,62.5,750.0,0.11,0.22,0.15,4.99,0.0,1250.0
608,4187658,0.36,False,Centrum-West,52.36957,4.88305,Entire home/apt,4,2,3,11,289.0,4,30,True,2,1,4.8,False,72.25,1156.0,0.08,0.21,0.2,4.99,0.005479452054794521,1446.2328767123288
609,4209897,0.49000000000000005,False,Zuid,52.35302,4.87571,Entire home/apt,7,4,5,16,425.0,3,1125,True,0,1,4.74,True,60.71,1275.0,0.07,0.21,0.26,10.99,0.38904109589041097,2145.5479452054797
610,4210531,1.0,True,De Baarsjes - Oud-West,52.36732,4.86448,Private room,2,1,1,6,96.0,1,10,True,0,6,4.87,True,48.0,96.0,0.06,0.12,0.16,4.99,0.547945205479452,488.3150684931507
611,4216576,0.42000000000000004,False,Oud-Noord,52.39293,4.93417,Entire home/apt,4,2,3,8,175.0,3,1125,True,0,1,5.0,False,43.75,525.0,0.06,0.2,0.25,4.99,0.0,875.0
612,4216625,0.0,False,Zuid,52.34315,4.86275,Entire home/apt,4,2,4,5,170.0,2,6,True,1,0,4.67,False,42.5,340.0,0.08,0.26,0.2,4.99,0.06301369863013699,956.8082191780821
613,4224540,0.8999999999999999,True,De Pijp - Rivierenbuurt,52.34104,4.9039,Private room,4,1,2,6,100.0,2,10,True,5,5,4.88,True,25.0,200.0,0.07,0.15,0.19,4.99,0.26575342465753427,525.1369863013699
614,4225575,1.0,True,Westerpark,52.39038,4.88716,Private room,4,1,3,5,153.0,2,1125,True,2,1,4.82,True,38.25,306.0,0.08,0.15,0.19,4.99,0.12602739726027398,651.6438356164383
615,4248769,0.81,True,Centrum-Oost,52.36992,4.90279,Private room,2,1,1,9,153.0,3,15,True,3,4,4.88,True,76.5,459.0,0.05,0.18,0.17,4.99,0.1589041095890411,754.1095890410959
616,4267516,0.9,False,Centrum-Oost,52.3676,4.92472,Entire home/apt,2,1,1,10,169.0,2,30,True,3,0,5.0,False,84.5,338.0,0.08,0.15,0.23,4.99,0.024657534246575342,1322.6712328767123
617,4278312,1.0,False,Noord-West,52.41119,4.8931,Private room,2,1,1,5,78.0,2,1125,True,7,4,4.38,True,39.0,156.0,0.04,0.1,0.15,4.99,0.4,464.94520547945206
618,4278399,0.13,False,Oostelijk Havengebied - Indische Buurt,52.37579,4.93414,Private room,2,1,1,1,96.0,2,1125,True,0,0,4.76,False,48.0,192.0,0.05,0.13,0.14,4.99,0.0,481.027397260274
619,4282186,0.9199999999999999,True,Zuid,52.35359,4.86115,Private room,2,1,1,6,75.0,1,1125,True,0,0,4.84,False,37.5,75.0,0.06,0.16,0.15,4.99,0.0,375.0
620,4282415,0.15,False,Centrum-West,52.37713,4.8821,Entire home/apt,4,2,3,11,232.0,3,1125,True,1,0,4.87,False,58.0,696.0,0.1,0.22,0.21,4.99,0.4849315068493151,1128.0821917808219
621,4282686,0.98,False,Noord-West,52.40679,4.91361,Private room,2,1,1,4,64.0,2,1125,True,2,6,4.3,True,32.0,128.0,0.07,0.12,0.16,2.99,0.6575342465753424,315.26027397260276
622,4283460,1.0,True,Centrum-West,52.37699,4.87754,Private room,3,1,1,4,96.0,1,1125,True,0,0,4.78,False,32.0,96.0,0.06,0.1,0.17,4.99,0.4575342465753425,478.4931506849315
623,4299280,0.7000000000000001,False,Centrum-Oost,52.3624,4.8935,Entire home/apt,4,2,3,5,185.0,3,15,True,0,0,4.7,False,46.25,555.0,0.07,0.21,0.22,4.99,0.0027397260273972603,1290.8082191780823
624,4320334,0.5,False,Oud-Oost,52.35637,4.91604,Entire home/apt,2,1,1,5,100.0,3,30,True,0,1,4.89,False,50.0,300.0,0.07,0.18,0.15,4.99,0.0,564.8767123287671
625,4374040,0.45999999999999996,False,Zuid,52.35471,4.85546,Entire home/apt,3,2,1,5,108.0,4,31,True,0,0,4.86,False,36.0,432.0,0.08,0.1,0.15,4.99,0.0,539.3013698630137
626,4381773,0.0,False,Zuid,52.35375,4.84745,Entire home/apt,4,2,2,9,264.0,1,1125,True,3,0,4.87,False,66.0,264.0,0.08,0.15,0.21,4.99,0.06301369863013699,727.3972602739726
627,4382235,0.6,False,De Pijp - Rivierenbuurt,52.35398,4.90484,Entire home/apt,4,2,1,12,189.0,3,22,True,3,0,4.82,False,47.25,567.0,0.06,0.2,0.19,4.99,0.00821917808219178,889.2602739726027
628,4386276,0.14,False,Oud-Oost,52.35296,4.91147,Entire home/apt,2,1,1,5,135.0,7,30,True,4,0,4.94,False,67.5,945.0,0.06,0.15,0.18,4.99,0.01643835616438356,676.0958904109589
629,4409509,0.56,False,Oud-Noord,52.39933,4.89834,Entire home/apt,14,7,14,29,714.0,2,1125,True,0,0,4.29,True,51.0,1428.0,0.03,0.28,0.27,10.99,0.3561643835616438,3604.5890410958905
630,4416539,1.0,False,Slotervaart,52.35382,4.82938,Entire home/apt,3,2,3,4,109.0,2,1125,True,3,1,4.62,False,36.33,218.0,0.07,0.07,0.2,4.99,0.00821917808219178,593.2602739726027
631,4432642,1.0,True,De Pijp - Rivierenbuurt,52.34097,4.9036,Private room,2,1,1,2,91.0,2,30,True,2,4,4.93,False,45.5,182.0,0.04,0.12,0.16,4.99,0.7917808219178082,470.958904109589
632,4435968,1.0,False,Watergraafsmeer,52.34703,4.93908,Entire home/apt,2,1,2,7,223.0,3,14,True,13,1,4.86,True,111.5,669.0,0.09,0.25,0.26,4.99,0.9205479452054794,2331.6164383561645
633,4445818,0.69,False,De Pijp - Rivierenbuurt,52.354,4.90514,Entire home/apt,4,2,2,10,207.0,3,1125,True,7,0,4.6,False,51.75,621.0,0.09,0.13,0.23,4.99,0.13150684931506848,922.8630136986301
634,4448285,0.67,False,De Baarsjes - Oud-West,52.36693,4.8656,Entire home/apt,2,1,1,10,150.0,3,20,True,0,0,4.96,False,75.0,450.0,0.07,0.19,0.18,4.99,0.0,750.0
635,4455237,0.36,False,De Baarsjes - Oud-West,52.36988,4.86253,Entire home/apt,5,3,3,10,145.0,5,14,True,0,0,4.14,False,29.0,725.0,0.07,0.13,0.14,4.99,0.038356164383561646,669.3150684931506
636,4459764,0.99,False,Gaasperdam - Driemond,52.31419,4.9941,Hotel room,2,1,1,12,85.0,1,21,True,9,6,4.6,True,42.5,85.0,0.05,0.09,0.15,4.99,0.8164383561643835,425.13698630136986
637,4467898,0.0,False,IJburg - Zeeburgereiland,52.35737,4.98163,Entire home/apt,4,2,5,11,280.0,3,15,True,3,0,4.75,False,70.0,840.0,0.1,0.26,0.27,4.99,0.4602739726027397,1400.0
638,4487975,0.0,False,Oud-Oost,52.35858,4.92583,Entire home/apt,2,1,1,5,105.0,5,1125,True,0,0,4.88,False,52.5,525.0,0.05,0.12,0.17,4.99,0.4246575342465753,525.0
639,4488692,0.76,True,Centrum-Oost,52.36441,4.88599,Private room,4,1,4,8,220.0,4,60,True,3,8,4.91,True,55.0,880.0,0.07,0.22,0.21,4.99,0.5863013698630137,1104.9041095890411
640,4523624,0.55,False,Zuid,52.35589,4.87728,Entire home/apt,4,2,3,10,300.0,4,7,True,1,1,4.78,False,75.0,1200.0,0.1,0.22,0.21,4.99,0.4438356164383562,1500.0
641,4530308,0.0,False,Watergraafsmeer,52.34446,4.95261,Entire home/apt,6,3,6,13,225.0,3,1125,True,0,0,4.83,False,37.5,675.0,0.1,0.21,0.25,4.99,0.010958904109589041,1125.0
642,4550468,1.0,True,Zuid,52.34831,4.84706,Private room,2,1,1,3,100.0,2,7,True,3,5,4.83,True,50.0,200.0,0.06,0.13,0.17,4.99,0.7095890410958904,500.0
643,4555659,0.35000000000000003,False,Bos en Lommer,52.37664,4.8521,Entire home/apt,4,2,3,6,153.0,2,14,True,0,0,4.78,False,38.25,306.0,0.07,0.22,0.23,4.99,0.3835616438356164,740.1369863013699
644,4590871,0.24999999999999994,False,De Pijp - Rivierenbuurt,52.35706,4.89405,Entire home/apt,2,1,1,6,206.0,3,1125,True,0,0,4.95,False,103.0,618.0,0.07,0.21,0.23,4.99,0.0,1043.6301369863013
645,4591192,0.67,False,De Pijp - Rivierenbuurt,52.35643,4.90409,Private room,3,1,2,4,121.0,3,8,True,1,2,4.88,False,40.33,363.0,0.08,0.14,0.17,4.99,0.019178082191780823,617.4109589041096
646,4591819,0.6300000000000001,False,De Pijp - Rivierenbuurt,52.35289,4.90646,Private room,2,1,1,9,89.0,3,1125,True,4,6,4.84,False,44.5,267.0,0.05,0.11,0.16,4.99,0.7643835616438356,445.0
647,4610921,0.71,False,De Baarsjes - Oud-West,52.37141,4.87392,Entire home/apt,4,2,4,13,357.0,1,60,True,0,3,4.62,False,89.25,357.0,0.06,0.24,0.21,4.99,0.0,1699.4520547945206
648,4614017,0.5800000000000001,True,Westerpark,52.392,4.88118,Entire home/apt,16,8,16,26,729.0,3,1125,True,11,0,4.619999999999999,True,45.56,2187.0,0.12,0.15,0.32,10.99,0.6273972602739726,3730.5205479452056
649,4616816,0.72,False,De Pijp - Rivierenbuurt,52.35391,4.90603,Entire home/apt,4,2,3,8,164.0,3,16,True,0,0,4.6,False,41.0,492.0,0.07,0.16,0.19,4.99,0.0,821.2328767123288
650,4619390,0.47000000000000003,False,Slotervaart,52.35207,4.83136,Entire home/apt,4,2,2,4,96.0,2,14,True,0,0,4.8,False,24.0,192.0,0.05,0.12,0.15,4.99,0.1780821917808219,499.5890410958904
651,4635416,0.9299999999999999,True,Centrum-Oost,52.36425,4.89931,Private room,2,1,2,1,68.0,2,14,True,4,2,4.33,False,34.0,136.0,0.06,0.14,0.15,2.99,0.021917808219178082,316.6164383561644
652,4636051,0.85,False,Oud-Oost,52.35872,4.90728,Private room,3,1,4,9,84.0,2,1125,True,7,1,4.81,False,28.0,168.0,0.06,0.09,0.16,4.99,0.19726027397260273,474.93150684931504
653,4640869,1.0,True,De Baarsjes - Oud-West,52.36792,4.87486,Private room,2,1,2,6,171.0,3,1124,True,5,7,4.88,False,85.5,513.0,0.08,0.17,0.22,4.99,0.021917808219178082,751.2876712328767
654,4655656,1.0,True,De Baarsjes - Oud-West,52.36715,4.87546,Private room,2,1,2,9,185.0,2,365,True,8,8,4.84,False,92.5,370.0,0.08,0.2,0.19,4.99,0.03561643835616438,755.6712328767123
655,4673904,0.71,False,De Baarsjes - Oud-West,52.37338,4.86333,Entire home/apt,2,1,1,4,89.0,2,30,True,0,0,4.94,False,44.5,178.0,0.06,0.09,0.16,4.99,0.0,445.0
656,4697911,1.0,False,Noord-Oost,52.39911,4.95546,Entire home/apt,4,2,5,1,90.0,4,30,True,0,1,4.53,False,22.5,360.0,0.07,0.11,0.17,4.99,0.005479452054794521,459.5890410958904
657,4714161,0.6000000000000001,True,De Pijp - Rivierenbuurt,52.35226,4.89835,Private room,3,1,2,4,124.0,3,60,True,8,4,4.84,True,41.33,372.0,0.07,0.17,0.18,4.99,0.36164383561643837,620.0
658,4721743,0.5900000000000001,True,Centrum-West,52.37597,4.8843,Private room,2,1,1,8,114.0,1,4,True,1,5,4.85,True,57.0,114.0,0.06,0.15,0.17,4.99,0.35342465753424657,586.4657534246576
659,4721855,0.89,False,Westerpark,52.38825,4.87881,Entire home/apt,4,2,2,10,165.0,2,1125,True,0,0,4.98,False,41.25,330.0,0.06,0.19,0.22,4.99,0.0,825.0
660,4727758,0.6,False,Centrum-West,52.36792,4.89041,Private room,4,1,2,3,175.0,2,1125,True,2,1,4.83,False,43.75,350.0,0.08,0.19,0.22,4.99,0.5589041095890411,896.027397260274
661,4743452,0.58,False,De Baarsjes - Oud-West,52.36724,4.87198,Entire home/apt,4,2,3,13,310.0,8,1125,True,0,0,4.92,False,77.5,2480.0,0.05,0.24,0.23,4.99,0.07945205479452055,1696.7260273972602
662,4743636,0.5700000000000001,True,Centrum-Oost,52.364323,4.899321,Private room,2,1,2,3,82.0,2,14,True,4,1,4.77,False,41.0,164.0,0.06,0.1,0.14,4.99,0.030136986301369864,374.3424657534247
663,4748130,0.15999999999999998,False,Centrum-Oost,52.36508,4.92442,Entire home/apt,2,1,1,12,250.0,3,30,True,0,1,4.9,False,125.0,750.0,0.13,0.2,0.35000000000000003,4.99,0.0,1189.7260273972602
664,4756790,0.41000000000000003,False,Zuid,52.351,4.85453,Entire home/apt,2,1,1,2,255.0,3,1125,True,0,2,4.76,True,127.5,765.0,0.06,0.09,0.3,4.99,0.0,1275.0
665,4761760,0.8,False,Oostelijk Havengebied - Indische Buurt,52.37065,4.94039,Entire home/apt,4,2,4,5,175.0,4,1125,True,0,0,4.88,False,43.75,700.0,0.08,0.16,0.18,4.99,0.0027397260273972603,875.0
666,4763419,0.59,False,De Baarsjes - Oud-West,52.36678,4.87437,Entire home/apt,2,1,1,13,248.0,3,1125,True,0,1,4.97,False,124.0,744.0,0.07,0.11,0.25,4.99,0.00821917808219178,1277.1917808219177
667,4774677,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36283,4.93395,Entire home/apt,3,2,1,6,75.0,3,18,True,0,0,4.51,False,25.0,225.0,0.05,0.1,0.17,4.99,0.0027397260273972603,378.83561643835617
668,4779111,0.61,False,De Baarsjes - Oud-West,52.36121,4.85911,Entire home/apt,3,2,2,1,140.0,3,14,True,0,1,4.64,False,46.67,420.0,0.06,0.11,0.19,4.99,0.4246575342465753,704.2465753424658
669,4815695,0.53,False,De Pijp - Rivierenbuurt,52.3535,4.88715,Entire home/apt,4,2,4,8,200.0,10,1125,True,7,1,4.73,True,50.0,2000.0,0.06,0.24,0.23,4.99,0.7589041095890411,912.8082191780821
670,4831146,0.4,False,De Pijp - Rivierenbuurt,52.34984,4.89251,Entire home/apt,4,2,2,15,375.0,2,25,True,0,0,4.8,False,93.75,750.0,0.11,0.17,0.23,4.99,0.0,1875.0
671,4847183,1.0,False,Oud-Oost,52.36557,4.92681,Entire home/apt,4,2,2,7,115.0,2,30,True,0,0,4.87,False,28.75,230.0,0.06,0.18,0.2,4.99,0.0027397260273972603,911.1917808219179
672,4860508,0.0,False,Centrum-West,52.38116,4.88845,Entire home/apt,2,1,2,3,250.0,5,10,True,0,0,4.82,False,125.0,1250.0,0.08,0.18,0.16,4.99,0.0,1250.0
673,4861970,0.43,False,Bos en Lommer,52.37817,4.8474,Entire home/apt,4,2,2,1,103.0,3,1125,True,0,0,4.38,False,25.75,309.0,0.06,0.18,0.18,4.99,0.18356164383561643,500.2739726027397
674,4864025,0.020000000000000018,False,Centrum-Oost,52.36825,4.93031,Entire home/apt,3,2,1,10,260.0,3,1125,True,0,0,5.0,False,86.67,780.0,0.07,0.23,0.23,4.99,0.0,1300.0
675,4864384,0.98,True,De Aker - Nieuw Sloten,52.34838,4.78878,Private room,2,1,1,5,64.0,3,365,True,5,5,4.3999999999999995,False,32.0,192.0,0.04,0.08,0.15,2.99,0.821917808219178,407.05479452054794
676,4880879,1.0,True,Oud-Oost,52.35717,4.92196,Private room,3,1,2,7,182.0,1,29,True,2,2,4.89,True,60.67,182.0,0.06,0.22,0.23,4.99,0.7616438356164383,940.1917808219179
677,4884158,0.81,False,De Baarsjes - Oud-West,52.36993,4.86596,Private room,4,1,4,4,131.0,3,120,True,7,4,4.66,False,32.75,393.0,0.06,0.11,0.16,4.99,0.7753424657534247,643.5068493150685
678,4892972,0.56,False,Zuid,52.35568,4.88501,Private room,2,1,1,1,131.0,4,1125,True,0,2,4.76,False,65.5,524.0,0.07,0.18,0.17,4.99,0.0027397260273972603,772.7397260273973
679,4898741,0.48,False,Centrum-Oost,52.36326,4.90345,Entire home/apt,4,2,2,8,175.0,3,7,True,0,0,4.82,False,43.75,525.0,0.09,0.16,0.18,4.99,0.0,1257.7534246575342
680,4934646,1.0,False,Oud-Oost,52.36196,4.91747,Private room,2,1,2,6,115.0,7,30,True,7,3,4.79,True,57.5,805.0,0.05,0.14,0.2,4.99,0.12602739726027398,571.5205479452055
681,4946084,0.0,False,Centrum-Oost,52.36945,4.92002,Entire home/apt,2,1,1,4,156.0,1,140,True,8,0,4.8,False,78.0,156.0,0.07,0.14,0.21,4.99,0.36164383561643837,778.4931506849315
682,4949644,0.63,False,Oud-Noord,52.39894,4.92041,Entire home/apt,5,3,4,8,250.0,3,1125,True,0,1,4.75,False,50.0,750.0,0.07,0.18,0.18,4.99,0.005479452054794521,1312.5890410958905
683,4961851,0.68,False,Noord-West,52.40469,4.90798,Entire home/apt,4,2,3,1,150.0,2,60,True,1,0,4.55,False,37.5,300.0,0.1,0.24,0.16,4.99,0.7506849315068493,857.068493150685
684,4991085,0.98,False,De Baarsjes - Oud-West,52.36529,4.85138,Private room,2,1,1,1,80.0,3,60,True,1,3,4.69,True,40.0,240.0,0.06,0.13,0.14,4.99,0.7863013698630137,400.7808219178082
685,5012728,0.88,True,De Aker - Nieuw Sloten,52.34736,4.78846,Private room,2,1,2,5,76.0,3,31,True,12,3,4.87,False,38.0,228.0,0.06,0.11,0.16,4.99,0.8301369863013699,361.4246575342466
686,5034576,0.22999999999999998,False,De Pijp - Rivierenbuurt,52.35362,4.90053,Entire home/apt,4,2,3,4,150.0,2,2,True,0,0,4.68,False,37.5,300.0,0.07,0.21,0.19,4.99,0.00821917808219178,781.5068493150685
687,5072326,0.0,False,Oud-Oost,52.35997,4.91293,Entire home/apt,4,2,2,6,167.0,4,30,True,0,0,4.88,False,41.75,668.0,0.06,0.18,0.16,4.99,0.0,835.4794520547945
688,5087895,0.71,False,Westerpark,52.38364,4.87767,Entire home/apt,3,2,1,8,99.0,2,1125,True,0,0,4.78,False,33.0,198.0,0.06,0.13,0.14,4.99,0.0,728.7945205479452
689,5088206,1.0,True,De Baarsjes - Oud-West,52.36117,4.86627,Entire home/apt,4,2,2,17,379.0,2,1125,True,5,1,4.77,False,94.75,758.0,0.1,0.28,0.26,4.99,0.01643835616438356,1359.7945205479452
690,5109339,0.0,False,Centrum-West,52.37422,4.88225,Entire home/apt,4,2,2,15,310.0,2,1125,True,0,1,4.67,False,77.5,620.0,0.06,0.19,0.3,4.99,0.0,1402.876712328767
691,5114153,0.6799999999999999,False,Centrum-West,52.37942,4.88423,Entire home/apt,2,1,1,11,190.0,3,5,True,0,0,5.0,False,95.0,570.0,0.07,0.19,0.19,4.99,0.005479452054794521,950.0
692,5115463,0.35,False,De Pijp - Rivierenbuurt,52.35278,4.90115,Entire home/apt,4,2,3,5,155.0,2,24,True,0,1,4.86,False,38.75,310.0,0.07,0.27,0.16,4.99,0.021917808219178082,675.6027397260274
693,5121629,0.33,False,Westerpark,52.38438,4.87495,Entire home/apt,2,1,1,6,189.0,2,1125,True,8,0,4.41,False,94.5,378.0,0.07,0.18,0.23,4.99,0.16986301369863013,878.6301369863014
694,5132885,0.78,False,Centrum-Oost,52.36181,4.89755,Private room,4,1,3,11,372.0,1,1125,True,0,0,4.94,True,93.0,372.0,0.09,0.06,0.32,4.99,0.31232876712328766,1711.1780821917807
695,5133110,0.92,False,Centrum-West,52.3687,4.88595,Private room,4,1,2,18,343.0,1,1125,True,3,0,4.42,True,85.75,343.0,0.11,0.22,0.27,4.99,0.39452054794520547,1541.041095890411
696,5142163,0.1,False,Westerpark,52.38952,4.88661,Entire home/apt,2,1,1,2,150.0,3,30,True,7,0,4.82,False,75.0,450.0,0.08,0.23,0.22,4.99,0.7506849315068493,648.4931506849315
697,5156433,0.47000000000000003,False,Slotervaart,52.35033,4.83116,Entire home/apt,4,2,2,1,75.0,1,1125,True,0,0,4.82,False,18.75,75.0,0.07,0.08,0.15,4.99,0.04657534246575343,375.4109589041096
698,5177030,1.0,False,Oostelijk Havengebied - Indische Buurt,52.3775,4.94526,Entire home/apt,4,2,4,9,320.0,3,14,True,0,0,4.92,False,80.0,960.0,0.13,0.21,0.31,4.99,0.0410958904109589,1600.0
699,5184303,0.8,True,Centrum-West,52.38402,4.88491,Private room,4,1,3,10,240.0,4,20,True,0,2,4.87,True,60.0,960.0,0.11,0.11,0.25,4.99,0.8054794520547945,1204.9315068493152
700,5202774,0.8,False,Centrum-West,52.37104,4.89473,Entire home/apt,2,1,1,4,130.0,14,365,True,12,1,4.92,True,65.0,1820.0,0.07,0.16,0.18,4.99,0.09041095890410959,631.7123287671233
701,5312713,1.0,True,Noord-West,52.404804,4.903021,Private room,2,1,1,6,95.0,2,1125,True,2,1,4.86,False,47.5,190.0,0.05,0.17,0.16,4.99,0.6,512.0
702,5349374,0.5700000000000001,False,Westerpark,52.3743,4.87542,Entire home/apt,2,1,1,1,95.0,4,7,True,0,0,4.84,False,47.5,380.0,0.08,0.11,0.15,4.99,0.0,475.0
703,5390933,0.38,False,Centrum-Oost,52.37088,4.90351,Private room,4,1,4,15,307.0,2,180,True,4,3,4.83,False,76.75,614.0,0.14,0.26,0.18,4.99,0.5287671232876713,1554.109589041096
704,5401988,0.15,False,Oud-Oost,52.35471,4.91468,Entire home/apt,2,1,1,9,151.0,25,1125,True,2,0,4.65,False,75.5,3775.0,0.08,0.19,0.32,4.99,0.7698630136986301,756.986301369863
705,5427607,0.45000000000000007,False,De Pijp - Rivierenbuurt,52.34638,4.89087,Entire home/apt,4,2,3,17,295.0,2,5,True,0,0,4.89,False,73.75,590.0,0.11,0.2,0.31,4.99,0.0,1499.9315068493152
706,5432591,0.98,False,Oostelijk Havengebied - Indische Buurt,52.37889,4.93095,Private room,2,1,1,1,100.0,2,56,True,1,2,4.78,False,50.0,200.0,0.06,0.15,0.19,4.99,0.7808219178082192,475.13698630136986
707,5444330,0.0,False,De Pijp - Rivierenbuurt,52.3458,4.8909,Entire home/apt,4,2,1,6,175.0,4,1125,True,0,0,4.67,False,43.75,700.0,0.07,0.14,0.2,4.99,0.0,875.0
708,5450176,0.5900000000000001,False,De Pijp - Rivierenbuurt,52.34087,4.90034,Entire home/apt,2,1,1,7,123.0,3,1125,True,0,2,4.72,False,61.5,369.0,0.06,0.14,0.17,4.99,0.00821917808219178,527.1232876712329
709,5453878,0.0,False,Zuid,52.34451,4.86411,Entire home/apt,2,1,1,11,220.0,3,28,True,14,0,4.97,False,110.0,660.0,0.12,0.07,0.3,4.99,0.09041095890410959,674.7260273972603
710,5474153,0.17,False,De Baarsjes - Oud-West,52.37106,4.84848,Entire home/apt,2,1,2,7,133.0,4,30,True,5,0,4.62,False,66.5,532.0,0.06,0.23,0.13,4.99,0.0136986301369863,587.2602739726027
711,5501544,0.91,True,Watergraafsmeer,52.35341,4.92504,Entire home/apt,4,2,3,3,136.0,3,1125,True,1,0,4.83,False,34.0,408.0,0.05,0.12,0.19,4.99,0.057534246575342465,699.8630136986301
712,5503580,0.5,False,Gaasperdam - Driemond,52.29122,4.97366,Entire home/apt,4,2,3,7,170.0,3,8,True,0,0,5.0,False,42.5,510.0,0.05,0.21,0.18,4.99,0.0027397260273972603,850.0
713,5519881,1.0,True,Westerpark,52.38055,4.87595,Entire home/apt,2,1,1,11,131.0,4,100,True,0,1,4.87,False,65.5,524.0,0.07,0.14,0.19,4.99,0.00821917808219178,659.1095890410959
714,5609836,1.0,False,Westerpark,52.38085,4.87372,Entire home/apt,2,1,2,5,175.0,3,1125,True,0,0,4.95,True,87.5,525.0,0.08,0.17,0.15,4.99,0.0,875.0
715,5617321,0.96,True,Centrum-West,52.37377,4.88827,Private room,2,1,1,9,175.0,3,8,True,1,4,4.87,True,87.5,525.0,0.07,0.21,0.2,4.99,0.09041095890410959,868.8356164383562
716,5625228,0.76,False,Centrum-Oost,52.37084,4.91389,Entire home/apt,2,1,1,7,140.0,3,1125,True,3,0,4.45,True,70.0,420.0,0.08,0.15,0.2,4.99,0.7178082191780822,702.7123287671233
717,5635872,0.18000000000000002,False,Oud-Noord,52.38468,4.91291,Entire home/apt,5,3,6,12,150.0,7,40,True,17,0,4.86,False,30.0,1050.0,0.09,0.19,0.22,4.99,0.4904109589041096,750.0
718,5647050,0.42000000000000004,False,Zuid,52.34703,4.87727,Private room,2,1,2,3,126.0,2,31,True,8,0,4.68,False,63.0,252.0,0.07,0.09,0.17,4.99,0.26301369863013696,645.5890410958904
